surface	wikidata_id	document_id	entity_fine_type
Médée	http://www.wikidata.org/entity/Q286381	lestragdiesdeso00tourgoog_0065, lestragdiesdeso00tourgoog_0078, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0111, lestragdiesdeso00tourgoog_0129	work.primlit
Ménandre	http://www.wikidata.org/entity/Q118992	lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0102	pers.author
Ménexène	http://www.wikidata.org/entity/Q1474843	lestragdiesdeso00tourgoog_0095	work.primlit
Ménélas	http://www.wikidata.org/entity/Q171839	lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0137	pers.myth
Métam.	http://www.wikidata.org/entity/Q184742	lestragdiesdeso00tourgoog_0057	work.primlit
N.	http://www.wikidata.org/entity/Q27214182	cu31924087948174_0088	work.primlit
N. A.	http://www.wikidata.org/entity/Q26257566	sophoclesplaysa05campgoog_0100	work.primlit
N. H.	http://www.wikidata.org/entity/Q442	sophoclesplaysa05campgoog_0147	work.primlit
Naiaden	http://www.wikidata.org/entity/Q182037	sophokle1v3soph_0110	pers.myth
Nauck	http://www.wikidata.org/entity/Q95964	cu31924087948174_0040, lestragdiesdeso00tourgoog_0017, lestragdiesdeso00tourgoog_0024, lestragdiesdeso00tourgoog_0068	pers.editor
Nem.	http://www.wikidata.org/entity/Q27214182	Wecklein1894_0025, Wecklein1894_0036, sophokle1v3soph_0110, sophokle1v3soph_0118, cu31924087948174_0034, cu31924087948174_0054, cu31924087948174_0056, cu31924087948174_0078, cu31924087948174_0116, lestragdiesdeso00tourgoog_0116	work.primlit
Nemesis	http://www.wikidata.org/entity/Q185747	cu31924087948174_0039	pers.myth
Neſtor	http://www.wikidata.org/entity/Q193267	Wecklein1894_0032	pers.myth
Nicomachus	http://www.wikidata.org/entity/Q743465	cu31924087948174_0040	pers.author
Nub	http://www.wikidata.org/entity/Q868447	cu31924087948174_0051	work.primlit
Nub.	http://www.wikidata.org/entity/Q868447	sophoclesplaysa05campgoog_0291	work.primlit
Nymphen	http://www.wikidata.org/entity/Q373916	sophokle1v3soph_0110	pers.myth
Nysa	http://www.wikidata.org/entity/Q1779332	cu31924087948174_0100	loc
Ném.	http://www.wikidata.org/entity/Q27214182	lestragdiesdeso00tourgoog_0083	work.primlit
Néméennes	http://www.wikidata.org/entity/Q27214182	lestragdiesdeso00tourgoog_0124, lestragdiesdeso00tourgoog_0137	work.primlit
O- dysseus	http://www.wikidata.org/entity/Q47231	sophokle1v3soph_0079	pers.author
O.	http://www.wikidata.org/entity/Q18146776	sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0147	work.primlit
O. C.	http://www.wikidata.org/entity/Q18618577	sophoclesplaysa05campgoog_0168	work.primlit
O. C.	http://www.wikidata.org/entity/Q294001	sophokle1v3soph_0055, sophokle1v3soph_0063, sophokle1v3soph_0072, sophokle1v3soph_0073, sophokle1v3soph_0075, sophokle1v3soph_0077, sophokle1v3soph_0080, sophokle1v3soph_0083, sophokle1v3soph_0091, sophokle1v3soph_0092, sophokle1v3soph_0108, sophokle1v3soph_0121, sophokle1v3soph_0123, sophokle1v3soph_0143, cu31924087948174_0012, cu31924087948174_0045, cu31924087948174_0054, cu31924087948174_0071, cu31924087948174_0073, cu31924087948174_0084, cu31924087948174_0085, cu31924087948174_0096, cu31924087948174_0100, cu31924087948174_0118, cu31924087948174_0119, cu31924087948174_0128, cu31924087948174_0150, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0104, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0106, sophoclesplaysa05campgoog_0107, sophoclesplaysa05campgoog_0168	work.primlit
O. R.	http://www.wikidata.org/entity/Q148643	sophokle1v3soph_0052, sophokle1v3soph_0054, sophokle1v3soph_0055, sophokle1v3soph_0057, sophokle1v3soph_0062, sophokle1v3soph_0063, sophokle1v3soph_0066, sophokle1v3soph_0068, sophokle1v3soph_0075, sophokle1v3soph_0080, sophokle1v3soph_0083, sophokle1v3soph_0089, sophokle1v3soph_0092, sophokle1v3soph_0093, sophokle1v3soph_0109, sophokle1v3soph_0110, sophokle1v3soph_0114, sophokle1v3soph_0118, sophokle1v3soph_0121, sophokle1v3soph_0122, sophokle1v3soph_0123, sophokle1v3soph_0200	work.primlit
O. T.	http://www.wikidata.org/entity/Q148643	Wecklein1894_0026, cu31924087948174_0012, cu31924087948174_0041, cu31924087948174_0045, cu31924087948174_0047, cu31924087948174_0053, cu31924087948174_0064, cu31924087948174_0067, cu31924087948174_0071, cu31924087948174_0079, cu31924087948174_0080, cu31924087948174_0081, cu31924087948174_0082, cu31924087948174_0086, cu31924087948174_0100, cu31924087948174_0138, cu31924087948174_0150, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0098, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0102, sophoclesplaysa05campgoog_0104, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0106, sophoclesplaysa05campgoog_0107, sophoclesplaysa05campgoog_0108, sophoclesplaysa05campgoog_0146, sophoclesplaysa05campgoog_0147, sophoclesplaysa05campgoog_0168	work.primlit
O. T.	http://www.wikidata.org/entity/Q294001	sophoclesplaysa05campgoog_0104	work.primlit
O.C.	http://www.wikidata.org/entity/Q294001	cu31924087948174_0074, cu31924087948174_0082, cu31924087948174_0083, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0102	work.primlit
O.T.	http://www.wikidata.org/entity/Q148643	cu31924087948174_0046, cu31924087948174_0048, cu31924087948174_0061, cu31924087948174_0076, cu31924087948174_0079, cu31924087948174_0118, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0103, sophoclesplaysa05campgoog_0288	work.seclit, work.primlit
O.T.	https://www.wikidata.org/wiki/Q148643	sophoclesplaysa05campgoog_0101	work.primlit
OEconom.	http://www.wikidata.org/entity/Q2555163	lestragdiesdeso00tourgoog_0133	work.primlit
OEd Col.	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0075	work.primlit
OEd. Col.	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0112	work.primlit
OEd. Col.	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0076, lestragdiesdeso00tourgoog_0085, lestragdiesdeso00tourgoog_0086, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0094, lestragdiesdeso00tourgoog_0095, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0144	work.primlit
OEd. R.	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0108, lestragdiesdeso00tourgoog_0132	work.primlit
OEd. Roi	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0062, lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0081, lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0085, lestragdiesdeso00tourgoog_0086, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0094, lestragdiesdeso00tourgoog_0095, lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0099, lestragdiesdeso00tourgoog_0102, lestragdiesdeso00tourgoog_0103, lestragdiesdeso00tourgoog_0104, lestragdiesdeso00tourgoog_0105, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0108, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0110, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0118, lestragdiesdeso00tourgoog_0119, lestragdiesdeso00tourgoog_0147	work.primlit
OEd. Roi	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0094	work.primlit
OEd. Roi,	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0076, lestragdiesdeso00tourgoog_0077	work.primlit
OEd. Tyr.	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0129	work.primlit
OEd. « Col.	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0095	work.primlit
OEd. à Col.	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0102	work.primlit
OEd. à Colone	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0118, lestragdiesdeso00tourgoog_0121	work.primlit
OEdip. Col.	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0145	work.primlit
OEdip. Colon	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0066	work.primlit
OEdip. « Col.	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0139	work.primlit
OEdipe Roi	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0133, lestragdiesdeso00tourgoog_0141, lestragdiesdeso00tourgoog_0145, lestragdiesdeso00tourgoog_0150, lestragdiesdeso00tourgoog_0151	work.primlit
OEdipe a Colone	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0110	work.primlit
OEdipe à Co- lone	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0137	work.primlit
OEdipe à Colone	http://www.wikidata.org/entity/Q294001	lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0102, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0124, lestragdiesdeso00tourgoog_0125, lestragdiesdeso00tourgoog_0133, lestragdiesdeso00tourgoog_0137, lestragdiesdeso00tourgoog_0139, lestragdiesdeso00tourgoog_0152	work.primlit
Oceanus	http://www.wikidata.org/entity/Q161419	cu31924087948174_0100	pers.myth
Od	http://www.wikidata.org/entity/Q35160	cu31924087948174_0049	work.primlit
Od.	http://www.wikidata.org/entity/Q27616189	cu31924087948174_0119, sophoclesplaysa05campgoog_0106	work.primlit
Od.	http://www.wikidata.org/entity/Q35160	Wecklein1894_0029, sophokle1v3soph_0066, sophokle1v3soph_0072, sophokle1v3soph_0075, sophokle1v3soph_0200, cu31924087948174_0055, cu31924087948174_0056, cu31924087948174_0059, cu31924087948174_0064, cu31924087948174_0065, cu31924087948174_0067, cu31924087948174_0075, cu31924087948174_0084, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0168, lestragdiesdeso00tourgoog_0077	work.primlit
Od.	http://www.wikidata.org/entity/Q47231	sophokle1v3soph_0049, sophokle1v3soph_0051, sophokle1v3soph_0075, sophokle1v3soph_0140	pers.myth
Od.	http://www.wikidata.org/entity/Q943884	sophoclesplaysa05campgoog_0106	work.primlit
Odes	http://www.wikidata.org/entity/Q943884	lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0129	work.primlit
Odys- seus	http://www.wikidata.org/entity/Q47231	sophokle1v3soph_0114, cu31924087948174_0044, cu31924087948174_0052, cu31924087948174_0150, sophoclesplaysa05campgoog_0097	pers.myth
Odyseus	http://www.wikidata.org/entity/Q47231	sophoclesplaysa05campgoog_0097	pers.myth
Odyss.	http://www.wikidata.org/entity/Q35160	sophokle1v3soph_0200	work.primlit
Odysseus	http://www.wikidata.org/entity/Q35160	sophokle1v3soph_0075	pers.myth
Odysseus	http://www.wikidata.org/entity/Q47231	sophokle1v3soph_0017, sophokle1v3soph_0049, sophokle1v3soph_0054, sophokle1v3soph_0062, sophokle1v3soph_0066, sophokle1v3soph_0140, sophokle1v3soph_0143, cu31924087948174_0012, cu31924087948174_0035, cu31924087948174_0036, cu31924087948174_0037, cu31924087948174_0038, cu31924087948174_0039, cu31924087948174_0044, cu31924087948174_0045, cu31924087948174_0046, cu31924087948174_0047, cu31924087948174_0052, cu31924087948174_0053, cu31924087948174_0054, cu31924087948174_0056, cu31924087948174_0059, cu31924087948174_0060, cu31924087948174_0064, cu31924087948174_0075, cu31924087948174_0078, cu31924087948174_0080, cu31924087948174_0082, cu31924087948174_0119, cu31924087948174_0150, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0106, sophoclesplaysa05campgoog_0107, sophoclesplaysa05campgoog_0108, sophoclesplaysa05campgoog_0288, sophoclesplaysa05campgoog_0291	pers.myth
Odyssey	http://www.wikidata.org/entity/Q35160	cu31924087948174_0034, cu31924087948174_0036, cu31924087948174_0037, cu31924087948174_0038	work.primlit
Odyssée	http://www.wikidata.org/entity/Q35160	lestragdiesdeso00tourgoog_0069, lestragdiesdeso00tourgoog_0074, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0099, lestragdiesdeso00tourgoog_0104, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0132, lestragdiesdeso00tourgoog_0142	work.primlit
Odyſſeus	http://www.wikidata.org/entity/Q47231	Wecklein1894_0006, Wecklein1894_0007, Wecklein1894_0008, Wecklein1894_0015, Wecklein1894_0016, Wecklein1894_0018, Wecklein1894_0020, Wecklein1894_0023, Wecklein1894_0024, Wecklein1894_0027, Wecklein1894_0033, Wecklein1894_0042, Wecklein1894_0047, Wecklein1894_0055, Wecklein1894_0096	pers.myth
Oed. Tyr	http://www.wikidata.org/entity/Q148643	cu31924087948174_0065	work.primlit
Oed. Tyr.	http://www.wikidata.org/entity/Q148643	cu31924087948174_0061	work.primlit
Oedipe Roi	http://www.wikidata.org/entity/Q148643	lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0137, lestragdiesdeso00tourgoog_0146	work.primlit
Oedipus	http://www.wikidata.org/entity/Q130890	sophokle1v3soph_0066, cu31924087948174_0071, sophoclesplaysa05campgoog_0050	pers.myth
Oedipus Coloneus	http://www.wikidata.org/entity/Q294001	cu31924087948174_0040	work.primlit
Oedipus Tyrannus	http://www.wikidata.org/entity/Q148643	cu31924087948174_0039, cu31924087948174_0040, cu31924087948174_0041	work.primlit
Oedipus at Colonus	http://www.wikidata.org/entity/Q294001	cu31924087948174_0040, sophoclesplaysa05campgoog_0050	work.primlit
Oi- seaux	http://www.wikidata.org/entity/Q1164079	lestragdiesdeso00tourgoog_0136	pers.author
Oiseaux	http://www.wikidata.org/entity/Q1164079	lestragdiesdeso00tourgoog_0111	work.primlit
Ol.	http://www.wikidata.org/entity/Q18146776	sophokle1v3soph_0200, cu31924087948174_0051, cu31924087948174_0054, cu31924087948174_0065, cu31924087948174_0082, lestragdiesdeso00tourgoog_0093	work.primlit, pers.author
Olymp.	http://www.wikidata.org/entity/Q18146776	lestragdiesdeso00tourgoog_0075	work.primlit
Olympiques	http://www.wikidata.org/entity/Q18146776	lestragdiesdeso00tourgoog_0106	work.primlit
Olympos	http://www.wikidata.org/entity/Q1380189	sophokle1v3soph_0110	loc
Olympus	http://www.wikidata.org/entity/Q70054479	cu31924087948174_0044	loc
Olympus	http://www.wikidata.org/entity/Q80344	cu31924087948174_0035	loc
Op.	http://www.wikidata.org/entity/Q667285	sophokle1v3soph_0122, cu31924087948174_0084	work.primlit
Opp.	http://www.wikidata.org/entity/Q17996276	cu31924087948174_0046	pers.author
Opp.	http://www.wikidata.org/entity/Q667285	sophokle1v3soph_0065	work.primlit
Oppian	http://www.wikidata.org/entity/Q17996276	sophokle1v3soph_0055, sophoclesplaysa05campgoog_0100	pers.author
Or.	http://www.wikidata.org/entity/Q663886	Wecklein1894_0042, Wecklein1894_0059, cu31924087948174_0064, sophoclesplaysa05campgoog_0098, sophoclesplaysa05campgoog_0104, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0106, lestragdiesdeso00tourgoog_0139	work.primlit
Oreaden	http://www.wikidata.org/entity/Q242663	sophokle1v3soph_0110	pers.myth
Oreste	http://www.wikidata.org/entity/Q192407	lestragdiesdeso00tourgoog_0069	pers.myth
Oreste	http://www.wikidata.org/entity/Q663886	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0119, lestragdiesdeso00tourgoog_0147	work.primlit
Othello	http://www.wikidata.org/entity/Q26833	cu31924087948174_0086	work.primlit
Ovid	http://www.wikidata.org/entity/Q7198	sophoclesplaysa05campgoog_0098	pers.author
Ovid.	http://www.wikidata.org/entity/Q7198	Wecklein1894_0033	pers.author
Ovide	http://www.wikidata.org/entity/Q7198	lestragdiesdeso00tourgoog_0057	pers.author
Oxford	http://www.wikidata.org/entity/Q34217	lestragdiesdeso00tourgoog_0014, lestragdiesdeso00tourgoog_0021	loc
Oxford	http://www.wikidata.org/entity/Q539085	lestragdiesdeso00tourgoog_0024	loc
P.	http://www.wikidata.org/entity/Q3411444	cu31924087948174_0062, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0107	work.primlit
P. V.	http://www.wikidata.org/entity/Q846870	sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0147	work.primlit
P.V.	http://www.wikidata.org/entity/Q846870	sophoclesplaysa05campgoog_0099	work.primlit
Pac.	http://www.wikidata.org/entity/Q1193602	sophokle1v3soph_0093	work.primlit
Paley	http://www.wikidata.org/entity/Q5497260	cu31924087948174_0010, cu31924087948174_0011	pers.other, pers.author
Pallas	http://www.wikidata.org/entity/Q37122	sophokle1v3soph_0017	pers.myth
Pallas Athene	http://www.wikidata.org/entity/Q37122	sophokle1v3soph_0017	pers.myth
Pan	http://www.wikidata.org/entity/Q132582	Wecklein1894_0063, Wecklein1894_0064, cu31924087948174_0100	pers.myth
Panath.	http://www.wikidata.org/entity/Q87746403	lestragdiesdeso00tourgoog_0142	work.primlit
Paris	http://www.wikidata.org/entity/Q167646	sophokle1v3soph_0017	pers.myth
Passow	http://www.wikidata.org/entity/Q91344	lestragdiesdeso00tourgoog_0152	pers.author
Patro- clus	http://www.wikidata.org/entity/Q186271	cu31924087948174_0117	pers.myth
Patroclus	http://www.wikidata.org/entity/Q186271	cu31924087948174_0037	pers.myth
Paus.	http://www.wikidata.org/entity/Q192931	sophokle1v3soph_0091, sophoclesplaysa05campgoog_0102	pers.author
Pausa- nias	http://www.wikidata.org/entity/Q192931	sophoclesplaysa05campgoog_0098	pers.author
Pausanias	http://www.wikidata.org/entity/Q192931	lestragdiesdeso00tourgoog_0129	pers.author
Pauſ.	http://www.wikidata.org/entity/Q192931	Wecklein1894_0096	pers.author
Pax	http://www.wikidata.org/wiki/Q1193602	sophoclesplaysa05campgoog_0098	work.primlit
Peliden	http://www.wikidata.org/entity/Q41746	sophokle1v3soph_0017	pers.myth
Penelope	http://www.wikidata.org/entity/Q165769	Wecklein1894_0038	pers.myth
Pericl.	http://www.wikidata.org/entity/Q87208371	cu31924087948174_0054	work.primlit
Perikles	http://www.wikidata.org/entity/Q80398	Wecklein1894_0026	pers.other
Pers.	http://www.wikidata.org/entity/Q788458	sophokle1v3soph_0078, sophokle1v3soph_0108, sophokle1v3soph_0110, cu31924087948174_0054, cu31924087948174_0056, cu31924087948174_0059, cu31924087948174_0076, cu31924087948174_0078, cu31924087948174_0079, cu31924087948174_0100, cu31924087948174_0128, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0104, lestragdiesdeso00tourgoog_0069	work.primlit
Perses	http://www.wikidata.org/entity/Q788458	lestragdiesdeso00tourgoog_0060, lestragdiesdeso00tourgoog_0087, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0154	work.primlit
Perſ.	http://www.wikidata.org/entity/Q788458	Wecklein1894_0056, Wecklein1894_0062, Wecklein1894_0082	work.primlit
Ph.	http://www.wikidata.org/entity/Q1415903	sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0102, sophoclesplaysa05campgoog_0104, sophoclesplaysa05campgoog_0106, sophoclesplaysa05campgoog_0108, sophoclesplaysa05campgoog_0146, sophoclesplaysa05campgoog_0147, sophoclesplaysa05campgoog_0168, sophoclesplaysa05campgoog_0288, sophoclesplaysa05campgoog_0291	work.primlit
Phaed.	http://www.wikidata.org/entity/Q244161	sophoclesplaysa05campgoog_0105	work.primlit
Phaedo	http://www.wikidata.org/entity/Q244161	cu31924087948174_0082	work.primlit
Phaedr.	http://www.wikidata.org/entity/Q555862	cu31924087948174_0064, sophoclesplaysa05campgoog_0105	work.primlit
Phi- loct.	http://www.wikidata.org/entity/Q1415903	lestragdiesdeso00tourgoog_0112	work.primlit
Phil.	http://www.wikidata.org/entity/Q1415903	Wecklein1894_0017, Wecklein1894_0018, Wecklein1894_0019, Wecklein1894_0022, Wecklein1894_0036, Wecklein1894_0039, Wecklein1894_0041, Wecklein1894_0051, Wecklein1894_0053, Wecklein1894_0064, Wecklein1894_0087, sophokle1v3soph_0057, sophokle1v3soph_0062, sophokle1v3soph_0066, sophokle1v3soph_0067, sophokle1v3soph_0074, sophokle1v3soph_0075, sophokle1v3soph_0079, sophokle1v3soph_0082, sophokle1v3soph_0083, sophokle1v3soph_0089, sophokle1v3soph_0092, sophokle1v3soph_0093, sophokle1v3soph_0110, sophokle1v3soph_0118, sophokle1v3soph_0120, sophokle1v3soph_0122, sophokle1v3soph_0123, sophokle1v3soph_0125, sophokle1v3soph_0138, sophokle1v3soph_0140, cu31924087948174_0012, cu31924087948174_0045, cu31924087948174_0046, cu31924087948174_0052, cu31924087948174_0059, cu31924087948174_0075, cu31924087948174_0076, cu31924087948174_0081, cu31924087948174_0082, cu31924087948174_0083, cu31924087948174_0088, cu31924087948174_0096, cu31924087948174_0100, cu31924087948174_0108, cu31924087948174_0118, cu31924087948174_0119, cu31924087948174_0145, cu31924087948174_0150, lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0120, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0131, lestragdiesdeso00tourgoog_0140, lestragdiesdeso00tourgoog_0147	work.primlit
Phileb.	http://www.wikidata.org/entity/Q220972	sophoclesplaysa05campgoog_0107	work.primlit
Philoct.	http://www.wikidata.org/entity/Q1415903	lestragdiesdeso00tourgoog_0069, lestragdiesdeso00tourgoog_0076, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0087, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0095, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0108, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0118, lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0124	work.primlit
Philoctetes	http://www.wikidata.org/entity/Q1415903	cu31924087948174_0010, cu31924087948174_0011, cu31924087948174_0038, cu31924087948174_0040	work.primlit
Philoctetes	http://www.wikidata.org/entity/Q212827	cu31924087948174_0011, cu31924087948174_0039	pers.myth
Philoctète	http://www.wikidata.org/entity/Q1415903	lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0095, lestragdiesdeso00tourgoog_0100, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0125, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0131, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0143, lestragdiesdeso00tourgoog_0150	work.primlit
Philoctète	http://www.wikidata.org/entity/Q3745528	lestragdiesdeso00tourgoog_0143	work.primlit
Philon	http://www.wikidata.org/entity/Q103041587	lestragdiesdeso00tourgoog_0143	pers.author
Philostratus	http://www.wikidata.org/entity/Q1435921	sophoclesplaysa05campgoog_0146	pers.author
Phliloctetes	http://www.wikidata.org/entity/Q1415903	sophoclesplaysa05campgoog_0014	work.primlit
Phoebus	http://www.wikidata.org/entity/Q3382132	cu31924087948174_0059	pers.myth
Phoen.	http://www.wikidata.org/entity/Q1233660	sophokle1v3soph_0077, sophokle1v3soph_0078, cu31924087948174_0058, cu31924087948174_0060, cu31924087948174_0067, cu31924087948174_0079, sophoclesplaysa05campgoog_0098	work.primlit
Phoenic.	http://www.wikidata.org/entity/Q1233660	lestragdiesdeso00tourgoog_0138	work.primlit
Pholegandros	http://www.wikidata.org/entity/Q213902	sophokle1v3soph_0200	loc
Photius	http://www.wikidata.org/entity/Q243187	sophoclesplaysa05campgoog_0288	pers.other
Physiognomoniques	http://www.wikidata.org/entity/Q3303903	lestragdiesdeso00tourgoog_0067	work.primlit
Phænic.	http://www.wikidata.org/entity/Q1233660	lestragdiesdeso00tourgoog_0099	work.primlit
Phédon	http://www.wikidata.org/entity/Q859	lestragdiesdeso00tourgoog_0094	pers.author
Phédor	http://www.wikidata.org/entity/Q244161	lestragdiesdeso00tourgoog_0094	work.primlit
Phéni- ciennes	http://www.wikidata.org/entity/Q1233660	lestragdiesdeso00tourgoog_0078	work.primlit
Phéniciennes	http://www.wikidata.org/entity/Q1233660	lestragdiesdeso00tourgoog_0064, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0143	work.primlit
Phön.	http://www.wikidata.org/entity/Q1233660	Wecklein1894_0050, Wecklein1894_0087, sophokle1v3soph_0114	work.primlit
Pier- son	http://www.wikidata.org/entity/Q21543969	cu31924087948174_0055	pers.editor
Pin- dare	http://www.wikidata.org/entity/Q134929	lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0124	pers.author
Pind	http://www.wikidata.org/entity/Q134929	cu31924087948174_0051	pers.author
Pind,	http://www.wikidata.org/entity/Q134929	cu31924087948174_0138	pers.author
